,0
MIK665,-0.11964941247120532
AZD5991,-0.14355697535552184
PF-06928215,-0.04184400573837453
scabertopin,-0.05419912675071892
radiprodil,0.01630033834033301
levamlodipine,0.0036893377036382323
AUT-1,-0.016237836640527935
BAY-8002,-0.06034506992098276
calcitonin,-0.0159058393094142
H-151,-0.04692932935879712
guancydine,-0.03697624873612597
CycLuc1,-0.006927843325911359
PZ-2891,-0.0036488070661071844
DIM-C-pPhCO2Me,-0.09377119072420842
VL285,-0.06748879818717025
A-381393,-0.01207066452857826
SBI-115,0.01425769012856234
ogerin,0.02098878023906009
trifloxystrobin,-0.15687778246864784
reynoutrin,0.008652227851009902
DCP-LA,-0.002569356469893498
20-HETE,0.035661287281009514
betamethasone-phosphate,-0.008459271158520687
pyrethrins,-0.055717469739174914
AMG-510,-0.0064064287545390715
RMC-4550,0.1057517901857301
bafilomycin-a1,-0.05212869799480439
PTC-028,-0.13300916424499726
RAF709,-0.07677329531773218
KB-0742 (dihydrochloride),0.07779122155911797
BTS-71321,-0.00988834223711562
PDD-00017273,-0.004403505615957892
emricasan,0.017559294687094454
Latanoprostene bunod,-0.03730994609826638
Netarsudil mesylate,-0.06114786154470483
CBP/p300-IN-4,-0.14222654756727987
Mobocertinib,0.05650482464412259
flutemetamol,-0.04899956343349706
Lefamulin,-0.03988346733698348
Pibrentasvir,0.007112792285241584
Macimorelin,-0.0035746056142051614
Remdesivir,-0.0826989409387819
Ensartinib hydrochloride,0.012405898590152764
Artelinic acid,0.10421918937883919
SAR-260301,0.02940581305802372
Alofanib,-0.024707294022123946
H-Val-Pro-Pro-OH (TFA),0.005927672919899781
Alminoprofen,0.035440773429309506
Dusquetide,-0.0014728814037731125
Pexacerfont,0.05067122590960034
Tildipirosin,-0.013457682325523567
GW7604,-0.04716986563927477
Dabuzalgron,-0.015772535934590146
RP-54745,-0.1435019284795694
Seltorexant,0.005767891355171723
GSK2245035,0.020680788889606845
TAS-116,-0.012797426482641833
MHP,0.01877062793218756
Neticonazole,0.03423861845815942
Etidocaine (hydrochloride),-0.004022401452985835
Imrecoxib,0.062257261716804214
Teglicar,-0.03294362137562818
Olanexidine,-0.03888870825476821
Spirapril Hydrochloride,0.011731275018226572
AZD 4017,-0.018668501609668296
Tepilamide fumarate,-0.06086972326536339
SR-31747,-0.039291528541995795
Rupintrivir,0.03807461778699924
Finerenone,-0.0327566856761294
Echothiophate Iodide,-0.053855292625985506
AZD1940,0.019352360885882356
Pamicogrel,0.03161059492249986
Recilisib,0.013894738747658583
LY2562175,-0.04853364543546247
Melflufen (hydrochloride),0.051645602413339986
Fedovapagon,0.018586495928633307
Adriforant (hydrochloride),-0.03202645385107502
PF-03463275,0.027156278773505654
Iomazenil,0.06013057588123281
ABT-418 (hydrochloride),0.03447022896673973
Tipepidine (hydrochloride),0.019833655555446635
Cenisertib,0.058915013616673235
Ansofaxine hydrochloride,0.0007787289739357125
Aleglitazar,-0.03637564595420443
Lonapalene,-0.046341795497263354
SR 146131,-0.06114973390912453
AZD5423,-0.01619658281948774
ZD-4190,0.10168039904490209
Brofaromine,-0.02889884856330641
NRC-2694,0.11836813312592517
PF 04531083,0.013407070277971271
CE-245677,-0.11405050928093936
MK-0429,0.08933019602020795
SDZ-MKS 492,0.02186966268515811
AZD2098,0.022928722448066617
Febantel,-0.022808832916985298
Evogliptin (tartrate),-0.09196388515597688
Rimacalib,-0.04246588473203669
Laflunimus,0.07565085679177565
Mapracorat,-0.04871477971567119
Oteseconazole,0.003925969834686085
Frakefamide (TFA),-0.004172927910685928
"N-(2-bromo-6-fluorophenyl)-4,5-dihydro-1H-imidazol",0.026542453687684545
CCR2 antagonist 3,0.012323689180346719
EPI-001,-0.0061733310123128875
LY2940094,-0.010820946959558856
Ilorasertib,-0.08859400755394271
Trifarotene,0.04648216462052081
Bimosiamose,0.017024148490256547
Gemcabene,0.048625459201618294
BAY-85-8501,0.056898176394181106
Difelikefalin,0.07988571824886255
"2,4-Dihydroxypyrimidine-5-carboxylic Acid",0.01323243591569624
AR-9281,0.0002494901335829664
Fulacimstat,-0.0009801779230297085
Epitalon (TFA),0.003496645404481138
SAR125844,0.03385217408357669
