,mito_dir,ER_dir,lyso_dir,pathway
Brigatinib,0.08534558569665665,0.04833038279472759,-0.003439454449551654,EGFR signaling
"Brivanib, BMS-540215",-0.004473478052123791,0.03499805515073266,0.07374597428708743,RTK signaling
Bryostatin 1,0.1913400813564432,-0.12577230843507484,-0.30903905812231763,Other
Buparlisib,-0.06531722827304053,-0.08663163295392276,-0.08678935320902352,PI3K/MTOR signaling
C-75,0.1608428681497787,0.08846550284023816,0.02427696942018729,Apoptosis regulation
CA3,0.024704140447144095,-0.027463908648704884,-0.12133507159900934,Other
"CAP-232, TT-232, TLN-232",0.21030835606506862,-0.09532966442746532,-0.23826841607437682,Metabolism
CAY10566,-0.04287521004657318,0.010445508787597564,-0.02121148810358109,Other
CAY10603,-0.0718971810009514,0.11583966664952164,0.1762193255852102,Chromatin histone acetylation
CB-839,-0.04790557749707251,0.001956263995480044,0.005314029050017013,Other
CCT-018159,0.10534213319312359,-0.13191744344731748,-0.14449646016654558,Protein stability and degradation
CCT007093,0.1332138872859991,-0.09926857400117538,-0.21216831184655618,Cell cycle
CCT244747,-0.010467011551272056,0.08070533456451272,0.08710277918454896,Cell cycle
CCT251545,-0.06646516969046687,0.0737785541909671,0.10414202686704,Cell cycle
CD532,-9.896095989152469e-05,-0.05254172507649585,-0.041318943822019207,Mitosis
CDK12_1992,-0.2322974587911199,-0.006270592924418562,0.10721990504793127,Cell cycle
CDK12_2242,-0.2056617142341355,-0.003255457092746023,0.08105135830876024,Cell cycle
CDK12_5078,-0.20948419976239963,0.005165037958885234,0.12308669498682427,Cell cycle
CDK12_8969,-0.009799998892213285,0.0021815192486857936,0.10310647376660104,Cell cycle
CDK7_8454,-0.12745200986365204,0.021233236518832282,0.13062387746336157,Cell cycle
CGI1746,-0.07381440875566717,0.0798728236522288,0.1641526848972692,"Other, kinases"
